id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,year,updated_on,x_coordinate,y_coordinate,latitude,longitude,location
14010818,JJ467421,2025-10-23T00:00:00.000,011XX W TAYLOR ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,False,True,1232,012,34,28,26,2025,2025-11-01T15:41:48.000,,,,,
14006870,JJ461908,2025-10-23T00:00:00.000,091XX S BLACKSTONE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,False,False,0413,004,8,48,14,2025,2025-11-01T15:41:48.000,,,,,
14006397,JJ462164,2025-10-23T00:00:00.000,057XX S PAULINA ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,True,0715,007,15,67,26,2025,2025-11-01T15:41:48.000,,,,,
14006289,JJ461990,2025-10-23T00:00:00.000,021XX N WINCHESTER AVE,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,False,False,1432,014,32,22,06,2025,2025-11-01T15:41:48.000,,,,,
14013295,JJ469245,2025-10-23T00:00:00.000,042XX N MARINE DR,0810,THEFT,OVER $500,STREET,False,False,1915,019,46,3,06,2025,2025-11-01T15:41:48.000,,,,,
14007806,JJ463796,2025-10-23T00:00:00.000,014XX W FULTON ST,1240,DECEPTIVE PRACTICE,UNLAWFUL USE OF A COMPUTER,OTHER (SPECIFY),False,False,1215,012,27,28,11,2025,2025-10-30T15:50:32.000,1166764,1901971,41.886575887,-87.663054403,"{'latitude': '41.886575887', 'longitude': '-87.663054403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14006374,JJ462126,2025-10-23T00:00:00.000,054XX W CRYSTAL ST,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,False,False,2532,025,37,25,06,2025,2025-10-30T15:50:32.000,1139844,1907794,41.903089365,-87.761769943,"{'latitude': '41.903089365', 'longitude': '-87.761769943', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14007902,JJ463612,2025-10-23T00:00:00.000,103XX S DOTY AVE E,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,0434,004,10,51,07,2025,2025-10-30T15:50:32.000,1189757,1836996,41.707756212,-87.580708771,"{'latitude': '41.707756212', 'longitude': '-87.580708771', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14006817,JJ462708,2025-10-23T00:00:00.000,071XX S MORGAN ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,0733,007,17,68,04A,2025,2025-10-30T15:50:32.000,1170875,1857580,41.764673631,-87.649255842,"{'latitude': '41.764673631', 'longitude': '-87.649255842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14006356,JJ461997,2025-10-23T00:00:00.000,016XX W CONGRESS PKWY,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,HOSPITAL BUILDING / GROUNDS,False,False,1231,012,27,28,17,2025,2025-11-01T15:41:48.000,,,,,
14010913,JJ467583,2025-10-23T00:00:00.000,003XX S MAPLEWOOD AVE,1170,DECEPTIVE PRACTICE,IMPERSONATION,OTHER (SPECIFY),False,False,1125,011,27,28,11,2025,2025-11-01T15:41:48.000,,,,,
14008568,JJ464653,2025-10-23T00:00:00.000,083XX S PAULINA ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,False,False,0614,006,18,71,11,2025,2025-11-01T15:41:48.000,,,,,
14006548,JJ462292,2025-10-23T00:00:00.000,049XX W HUBBARD ST,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,SIDEWALK,True,False,1532,015,37,25,18,2025,2025-11-01T15:41:48.000,,,,,
14008657,JJ464873,2025-10-23T00:00:00.000,063XX S ELLIS AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,0314,003,20,42,06,2025,2025-11-01T15:41:48.000,,,,,
14010723,JJ467355,2025-10-23T00:00:00.000,014XX W 123RD ST,1195,DECEPTIVE PRACTICE,FINANCIAL EXPLOITATION OF AN ELDERLY OR DISABLED PERSON,RESIDENCE,False,False,0524,005,21,53,11,2025,2025-11-01T15:41:48.000,,,,,
14006490,JJ462130,2025-10-23T00:01:00.000,002XX W MARQUETTE RD,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE - YARD (FRONT / BACK),False,False,0722,007,6,68,14,2025,2025-11-01T15:41:48.000,,,,,
14006389,JJ462153,2025-10-23T00:01:00.000,096XX S CRANDON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0431,004,7,51,07,2025,2025-11-01T15:41:48.000,,,,,
14006178,JJ461800,2025-10-23T00:01:00.000,061XX S EBERHART AVE,0460,BATTERY,SIMPLE,APARTMENT,False,False,0313,003,20,42,08B,2025,2025-10-31T15:41:45.000,1180638,1864314,41.782933762,-87.613265379,"{'latitude': '41.782933762', 'longitude': '-87.613265379', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14006373,JJ462036,2025-10-23T00:03:00.000,025XX N RUTHERFORD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2512,025,36,18,07,2025,2025-10-31T15:41:45.000,1130994,1916044,41.925885623,-87.794087816,"{'latitude': '41.925885623', 'longitude': '-87.794087816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14006124,JJ461795,2025-10-23T00:04:00.000,058XX S KEDZIE AVE,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,0822,008,14,63,06,2025,2025-10-31T15:41:45.000,1156048,1865758,41.787426015,-87.703381618,"{'latitude': '41.787426015', 'longitude': '-87.703381618', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14006112,JJ461801,2025-10-23T00:08:00.000,063XX S MOZART ST,5111,OTHER OFFENSE,GUN OFFENDER - ANNUAL REGISTRATION,STREET,True,False,0823,008,15,66,26,2025,2025-10-31T15:41:45.000,1158473,1862386,41.778123668,-87.694581962,"{'latitude': '41.778123668', 'longitude': '-87.694581962', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14006115,JJ461809,2025-10-23T00:12:00.000,027XX N LARAMIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2521,025,31,19,14,2025,2025-11-01T15:41:48.000,,,,,
14007018,JJ462424,2025-10-23T00:15:00.000,062XX S INDIANA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,0311,003,20,40,14,2025,2025-10-31T15:41:45.000,1178644,1863595,41.781006344,-87.620597798,"{'latitude': '41.781006344', 'longitude': '-87.620597798', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14006133,JJ461803,2025-10-23T00:16:00.000,069XX S WENTWORTH AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,0731,007,6,69,14,2025,2025-10-31T15:41:45.000,1176158,1858974,41.768381999,-87.629850504,"{'latitude': '41.768381999', 'longitude': '-87.629850504', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14006155,JJ461817,2025-10-23T00:30:00.000,008XX N SANGAMON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1213,012,27,24,14,2025,2025-11-01T15:41:48.000,,,,,
14006433,JJ461982,2025-10-23T00:30:00.000,001XX S LEAVITT ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,APARTMENT,False,False,1223,012,27,28,07,2025,2025-11-01T15:41:48.000,,,,,
14007571,JJ463550,2025-10-23T00:31:00.000,063XX S SACRAMENTO AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,False,False,0823,008,15,66,26,2025,2025-11-01T15:41:48.000,,,,,
14006779,JJ462398,2025-10-23T00:45:00.000,059XX W 64TH PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0812,008,13,64,07,2025,2025-11-01T15:41:48.000,,,,,
14006176,JJ461815,2025-10-23T00:45:00.000,013XX E 71ST PL,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,False,True,0324,003,8,43,04B,2025,2025-10-31T15:41:45.000,1186293,1857862,41.765097091,-87.592736347,"{'latitude': '41.765097091', 'longitude': '-87.592736347', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14006156,JJ461819,2025-10-23T00:51:00.000,007XX W 63RD ST,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,0711,007,16,68,26,2025,2025-11-01T15:41:48.000,,,,,
14006147,JJ461811,2025-10-23T00:54:00.000,030XX W PETERSON AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,STREET,False,False,2011,020,50,2,03,2025,2025-11-01T15:41:48.000,,,,,
14006163,JJ461813,2025-10-23T00:54:00.000,040XX N MEADE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1624,016,38,15,14,2025,2025-11-01T15:41:48.000,,,,,
14006582,JJ462022,2025-10-23T00:56:00.000,013XX E 64TH ST,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,False,False,0314,003,20,42,06,2025,2025-11-01T15:41:48.000,,,,,
14006150,JJ461828,2025-10-23T01:00:00.000,006XX N WABASH AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,CASINO/GAMBLING ESTABLISHMENT,True,False,1834,018,42,8,18,2025,2025-11-01T15:41:48.000,,,,,
14006460,JJ462229,2025-10-23T01:00:00.000,025XX W LELAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1911,019,40,4,14,2025,2025-10-31T15:41:45.000,1158404,1931125,41.966751644,-87.692954868,"{'latitude': '41.966751644', 'longitude': '-87.692954868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14006206,JJ461841,2025-10-23T01:00:00.000,088XX S CARPENTER ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,2222,022,21,71,08B,2025,2025-10-31T15:41:45.000,1170860,1846248,41.733577446,-87.649640857,"{'latitude': '41.733577446', 'longitude': '-87.649640857', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14006194,JJ461852,2025-10-23T01:00:00.000,0000X W 69TH ST,0460,BATTERY,SIMPLE,CTA TRAIN,False,False,0731,007,6,69,08B,2025,2025-11-01T15:41:48.000,,,,,
14006148,JJ461822,2025-10-23T01:03:00.000,034XX W 23RD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,1024,010,22,30,08B,2025,2025-11-01T15:41:48.000,,,,,
14006161,JJ461818,2025-10-23T01:04:00.000,043XX N MILWAUKEE AVE,0560,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,False,False,1624,016,45,15,08A,2025,2025-11-01T15:41:48.000,,,,,
14006190,JJ461820,2025-10-23T01:10:00.000,065XX N TROY ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,False,False,2412,024,50,2,05,2025,2025-11-01T15:41:48.000,,,,,
14006153,JJ461816,2025-10-23T01:10:00.000,104XX S VERNON AVE,0810,THEFT,OVER $500,STREET,True,True,0512,005,9,49,06,2025,2025-11-01T15:41:48.000,,,,,
14006166,JJ461827,2025-10-23T01:23:00.000,017XX S RUBLE ST,0312,ROBBERY,ARMED - KNIFE / CUTTING INSTRUMENT,GAS STATION,False,False,1235,012,25,31,03,2025,2025-11-01T15:41:48.000,,,,,
14006245,JJ461829,2025-10-23T01:30:00.000,096XX S FOREST AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE - GARAGE,False,True,0511,005,9,49,07,2025,2025-11-01T15:41:48.000,,,,,
14006215,JJ461834,2025-10-23T01:30:00.000,027XX S CALIFORNIA AVE,0560,ASSAULT,SIMPLE,STREET,False,False,1033,010,24,30,08A,2025,2025-11-01T15:41:48.000,,,,,
14006141,JJ461821,2025-10-23T01:33:00.000,020XX W MARQUETTE RD,0560,ASSAULT,SIMPLE,GAS STATION,False,False,0726,007,16,67,08A,2025,2025-11-01T15:41:48.000,,,,,
14006160,JJ461831,2025-10-23T01:41:00.000,051XX W ADDISON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1634,016,30,15,07,2025,2025-11-01T15:41:48.000,,,,,
14007299,JJ462427,2025-10-23T01:45:00.000,066XX W BELDEN AVE,0460,BATTERY,SIMPLE,OTHER (SPECIFY),False,False,2512,025,29,18,08B,2025,2025-11-01T15:41:48.000,,,,,
14006172,JJ461832,2025-10-23T01:49:00.000,111XX S DR MARTIN LUTHER KING JR DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,0531,005,9,49,08B,2025,2025-11-01T15:41:48.000,,,,,
14007460,JJ463400,2025-10-23T02:00:00.000,005XX N MICHIGAN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,HOTEL / MOTEL,False,False,1834,018,42,8,11,2025,2025-11-01T15:41:48.000,,,,,
14009591,JJ465919,2025-10-23T02:00:00.000,032XX S MORGAN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,False,True,0913,009,11,60,08B,2025,2025-11-01T15:41:48.000,,,,,
14007235,JJ463010,2025-10-23T02:00:00.000,020XX W 17TH ST,0460,BATTERY,SIMPLE,SIDEWALK,False,False,1234,012,25,31,08B,2025,2025-11-01T15:41:48.000,,,,,
14006224,JJ461846,2025-10-23T02:00:00.000,074XX S ST LAWRENCE AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,True,False,0323,003,6,69,24,2025,2025-10-31T15:41:45.000,1181522,1855866,41.759731254,-87.610284781,"{'latitude': '41.759731254', 'longitude': '-87.610284781', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14006682,JJ462492,2025-10-23T02:00:00.000,013XX S FAIRFIELD AVE,0810,THEFT,OVER $500,STREET,False,False,1023,010,28,29,06,2025,2025-10-31T15:41:45.000,1158252,1893445,41.863357906,-87.694545644,"{'latitude': '41.863357906', 'longitude': '-87.694545644', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14006252,JJ461855,2025-10-23T02:00:00.000,023XX E 70TH ST,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,False,False,0331,003,5,43,02,2025,2025-11-01T15:41:48.000,,,,,
14012489,JJ462013,2025-10-23T02:00:00.000,081XX S PRINCETON AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,0622,006,6,44,06,2025,2025-11-01T15:41:48.000,,,,,
14006188,JJ461836,2025-10-23T02:00:00.000,005XX W 42ND ST,0460,BATTERY,SIMPLE,APARTMENT,False,False,0925,009,11,61,08B,2025,2025-11-01T15:41:48.000,,,,,
14006199,JJ461835,2025-10-23T02:18:00.000,051XX W WELLINGTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2521,025,31,19,08B,2025,2025-10-31T15:41:45.000,1141549,1919460,41.935070777,-87.75521818,"{'latitude': '41.935070777', 'longitude': '-87.75521818', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14006184,JJ461840,2025-10-23T02:30:00.000,007XX S CALIFORNIA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1135,011,28,27,08B,2025,2025-11-01T15:41:48.000,,,,,
14006186,JJ461845,2025-10-23T02:38:00.000,005XX S PULASKI RD,0460,BATTERY,SIMPLE,CTA TRAIN,False,False,1132,011,24,26,08B,2025,2025-11-01T15:41:48.000,,,,,
14006247,JJ461862,2025-10-23T02:45:00.000,014XX W 82ND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,0614,006,17,71,08B,2025,2025-11-01T15:41:48.000,,,,,
14006180,JJ461861,2025-10-23T02:57:00.000,0000X W SUPERIOR ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,False,1832,018,42,8,26,2025,2025-11-01T15:41:48.000,,,,,
14006233,JJ461884,2025-10-23T03:00:00.000,005XX W LAKE ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CTA TRAIN,False,False,0121,001,34,28,14,2025,2025-11-01T15:41:48.000,,,,,
14006443,JJ462219,2025-10-23T03:00:00.000,005XX N MICHIGAN AVE,0810,THEFT,OVER $500,SIDEWALK,False,False,1834,018,42,8,06,2025,2025-11-01T15:41:48.000,,,,,
14006240,JJ461872,2025-10-23T03:00:00.000,063XX S DR MARTIN LUTHER KING JR DR,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,0312,003,20,69,26,2025,2025-10-31T15:41:45.000,1180014,1862897,41.779059693,-87.615596501,"{'latitude': '41.779059693', 'longitude': '-87.615596501', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14006181,JJ461851,2025-10-23T03:00:00.000,033XX S INDIANA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,0211,002,3,35,08B,2025,2025-11-01T15:41:48.000,,,,,
14006203,JJ461854,2025-10-23T03:03:00.000,019XX N NEW ENGLAND AVE,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,VEHICLE - COMMERCIAL,False,False,2513,025,29,25,06,2025,2025-10-31T15:41:45.000,1130115,1912223,41.915415441,-87.797405518,"{'latitude': '41.915415441', 'longitude': '-87.797405518', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14006195,JJ461850,2025-10-23T03:05:00.000,064XX S STEWART AVE,0312,ROBBERY,ARMED - KNIFE / CUTTING INSTRUMENT,STREET,False,False,0722,007,6,68,03,2025,2025-11-01T15:41:48.000,,,,,
14006197,JJ461865,2025-10-23T03:09:00.000,008XX N LEAMINGTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,SIDEWALK,True,False,1531,015,37,25,14,2025,2025-10-31T15:41:45.000,1141869,1905135,41.895755496,-87.754397525,"{'latitude': '41.895755496', 'longitude': '-87.754397525', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14006685,JJ462491,2025-10-23T03:15:00.000,055XX N CANFIELD AVE,0710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,1613,016,41,10,06,2025,2025-11-01T15:41:48.000,,,,,
14006205,JJ461859,2025-10-23T03:25:00.000,024XX N NORDICA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2512,025,29,18,14,2025,2025-11-01T15:41:48.000,,,,,
14006218,JJ461856,2025-10-23T03:27:00.000,005XX S MICHIGAN AVE,1330,CRIMINAL TRESPASS,TO LAND,HOTEL / MOTEL,True,False,0123,001,4,32,26,2025,2025-10-31T15:41:45.000,1177364,1897937,41.875272573,-87.624251314,"{'latitude': '41.875272573', 'longitude': '-87.624251314', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14006285,JJ461928,2025-10-23T03:30:00.000,014XX W CHESTNUT ST,0710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,1213,012,27,24,06,2025,2025-11-01T15:41:48.000,,,,,
14011503,JJ468124,2025-10-23T03:30:00.000,028XX W 48TH PL,0890,THEFT,FROM BUILDING,WAREHOUSE,False,False,0922,009,14,58,06,2025,2025-11-01T15:41:48.000,,,,,
14006259,JJ461878,2025-10-23T03:45:00.000,013XX W 71ST PL,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,True,False,0734,007,17,67,26,2025,2025-11-01T15:41:48.000,,,,,
14006244,JJ461885,2025-10-23T03:52:00.000,078XX S MARSHFIELD AVE,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,False,False,0611,006,17,71,07,2025,2025-11-01T15:41:48.000,,,,,
14006549,JJ462037,2025-10-23T03:58:00.000,006XX N WABASH AVE,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,False,False,1834,018,42,8,05,2025,2025-10-31T15:41:45.000,1176631,1904389,41.8929938,-87.62674752,"{'latitude': '41.8929938', 'longitude': '-87.62674752', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14006198,JJ461869,2025-10-23T04:00:00.000,019XX S PULASKI RD,1310,CRIMINAL DAMAGE,TO PROPERTY,GAS STATION,False,True,1012,010,24,29,14,2025,2025-11-01T15:41:48.000,,,,,
14006475,JJ461906,2025-10-23T04:00:00.000,006XX N PINE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1524,015,37,25,14,2025,2025-11-01T15:41:48.000,,,,,
14006287,JJ461960,2025-10-23T04:00:00.000,078XX W GREGORY ST,0810,THEFT,OVER $500,STREET,False,False,1613,016,41,10,06,2025,2025-10-31T15:41:45.000,1123141,1935894,41.98048833,-87.822509626,"{'latitude': '41.98048833', 'longitude': '-87.822509626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14006219,JJ461873,2025-10-23T04:04:00.000,049XX W ADAMS ST,0820,THEFT,$500 AND UNDER,APARTMENT,False,True,1533,015,28,25,06,2025,2025-11-01T15:41:48.000,,,,,
14006226,JJ461876,2025-10-23T04:08:00.000,001XX S HALSTED ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1232,012,34,28,06,2025,2025-11-01T15:41:48.000,,,,,
14006242,JJ461881,2025-10-23T04:20:00.000,078XX S MARSHFIELD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0611,006,17,71,07,2025,2025-11-01T15:41:48.000,,,,,
14006972,JJ462852,2025-10-23T04:20:00.000,050XX S LAWNDALE AVE,0810,THEFT,OVER $500,STREET,False,False,0821,008,14,62,06,2025,2025-11-01T15:41:48.000,,,,,
14006237,JJ461879,2025-10-23T04:25:00.000,050XX S SEELEY AVE,0710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,0931,009,15,61,06,2025,2025-11-01T15:41:48.000,,,,,
14006227,JJ461883,2025-10-23T04:30:00.000,078XX S SOUTH SHORE DR,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,0421,004,7,43,14,2025,2025-11-01T15:41:48.000,,,,,
14007421,JJ463272,2025-10-23T04:30:00.000,028XX W 24TH BLVD,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,DRIVEWAY - RESIDENTIAL,False,False,1033,010,24,30,06,2025,2025-11-01T15:41:48.000,,,,,
14006271,JJ461890,2025-10-23T04:37:00.000,074XX S PERRY AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,True,False,0731,007,6,69,26,2025,2025-10-31T15:41:45.000,1176684,1855576,41.75904568,-87.628024599,"{'latitude': '41.75904568', 'longitude': '-87.628024599', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14006272,JJ461892,2025-10-23T04:42:00.000,020XX W MARQUETTE RD,1330,CRIMINAL TRESPASS,TO LAND,STREET,True,False,0726,007,16,67,26,2025,2025-11-01T15:41:48.000,,,,,
14007026,JJ462127,2025-10-23T04:48:00.000,048XX W WARWICK AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,1634,016,30,15,06,2025,2025-10-31T15:41:45.000,1143354,1924492,41.948845461,-87.748458485,"{'latitude': '41.948845461', 'longitude': '-87.748458485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14006250,JJ461887,2025-10-23T04:48:00.000,015XX N LOTUS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,2532,025,37,25,14,2025,2025-10-31T15:41:45.000,1139729,1909774,41.908524818,-87.762143938,"{'latitude': '41.908524818', 'longitude': '-87.762143938', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14007307,JJ461889,2025-10-23T04:55:00.000,024XX W CHICAGO AVE,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,False,False,1221,012,36,24,06,2025,2025-11-01T15:41:48.000,,,,,
14006217,JJ461886,2025-10-23T05:00:00.000,055XX S ASHLAND AVE,0820,THEFT,$500 AND UNDER,GAS STATION,False,False,0715,007,16,67,06,2025,2025-11-01T15:41:48.000,,,,,
14006335,JJ461904,2025-10-23T05:18:00.000,041XX W GRENSHAW ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,False,False,1132,011,24,29,15,2025,2025-11-01T15:41:48.000,,,,,
14006636,JJ462432,2025-10-23T05:23:00.000,014XX W 110TH ST,0890,THEFT,FROM BUILDING,APARTMENT,False,False,2234,022,21,75,06,2025,2025-11-01T15:41:48.000,,,,,
14006257,JJ461902,2025-10-23T05:30:00.000,024XX N RUTHERFORD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2512,025,36,18,07,2025,2025-11-01T15:41:48.000,,,,,
14006246,JJ461898,2025-10-23T05:46:00.000,001XX E 115TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,0532,005,9,53,14,2025,2025-11-01T15:41:48.000,,,,,
14006251,JJ461897,2025-10-23T05:50:00.000,002XX N COLUMBUS DR,0460,BATTERY,SIMPLE,STREET,False,False,0114,001,42,32,08B,2025,2025-11-01T15:41:48.000,,,,,
14006295,JJ461916,2025-10-23T05:58:00.000,027XX W DIVISION ST,031A,ROBBERY,ARMED - HANDGUN,STREET,False,False,1423,014,26,24,03,2025,2025-11-01T15:41:48.000,,,,,
14006297,JJ461927,2025-10-23T06:00:00.000,014XX N WASHTENAW AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1423,014,26,24,14,2025,2025-11-01T15:41:48.000,,,,,
14006778,JJ462652,2025-10-23T06:00:00.000,044XX W CONGRESS PKWY,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1131,011,28,26,07,2025,2025-11-01T15:41:48.000,,,,,
14006300,JJ461932,2025-10-23T06:07:00.000,018XX N HUMBOLDT BLVD,0560,ASSAULT,SIMPLE,APARTMENT,False,False,1421,014,26,22,08A,2025,2025-10-31T15:41:45.000,1156085,1912047,41.914447527,-87.701998142,"{'latitude': '41.914447527', 'longitude': '-87.701998142', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14006277,JJ461924,2025-10-23T06:11:00.000,079XX S COTTAGE GROVE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,0624,006,6,44,08B,2025,2025-11-01T15:41:48.000,,,,,
14007227,JJ462965,2025-10-23T06:15:00.000,024XX W HARRISON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1135,011,28,28,07,2025,2025-11-01T15:41:48.000,,,,,
14006372,JJ461944,2025-10-23T06:25:00.000,022XX N KILDARE AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,RESIDENCE,False,True,2522,025,35,20,04B,2025,2025-11-01T15:41:48.000,,,,,
14006309,JJ461938,2025-10-23T06:30:00.000,008XX N CHRISTIANA AVE,0460,BATTERY,SIMPLE,RESIDENCE,False,False,1121,011,27,23,08B,2025,2025-11-01T15:41:48.000,,,,,
